results/title,results/features/0/genre_ids,results/features/0/production_companies/0,results/features/0/release_date,results/features/0/vote_average,results/features/0/vote_count,results/features/0/budget,results/features/0/star_popularity,,labels
Dressed to Kill,9648,1138,25/07/1980,6.9,569,6500000,7.632,,TRUE
"Good Morning, Vietnam",35,9195,23/12/1987,7.4,1957,13000000,8.502,,TRUE
"Crouching Tiger, Hidden Dragon: Sword of Destiny",28,308,18/02/2016,6,486,20000000,12.401,,FALSE
Breakfast at Tiffany's,35,4,06/10/1961,7.7,3371,2500000,7.282,,TRUE
Honey,10402,41963,24/11/2003,6.3,963,18000000,8.783,,TRUE
On the Basis of Sex,18,99962,25/12/2018,7.4,777,20000000,14.584,,TRUE
Oliver & Company,16,2,18/11/1988,6.7,1228,31000000,6.713,,TRUE
Hotel Artemis,53,28275,07/06/2018,6,1178,15000000,11.766,,FALSE
Accepted,35,33,18/08/2006,6.4,1179,23000000,10.199,,TRUE
Alexander,10752,174,21/11/2004,5.9,2617,155000000,10.262,,TRUE
Safe House,28,33,09/02/2012,6.4,2827,85000000,15.757,,TRUE
Zero Dark Thirty,53,5,19/12/2012,7,3579,40000000,10.049,,TRUE
Big Trouble in Little China,28,965,30/05/1986,7.2,2151,25000000,9.836,,FALSE
Dagon,14,7956,12/10/2001,6.3,248,4800000,0.6,,FALSE
The Bounty Hunter,35,5,16/03/2010,5.8,2298,40000000,12.856,,TRUE
Singin' in the Rain,35,21,09/04/1952,8.2,2270,2540800,1.96,,TRUE
Serendipity,35,870,05/10/2001,6.8,1464,28000000,6.398,,TRUE
Barbarella,878,4,10/10/1968,5.9,460,9000000,2.984,,FALSE
Billy Madison,35,6365,10/02/1995,6.2,1214,10000000,7.896,,TRUE
Stealth,878,333,27/07/2005,5.3,747,135000000,8.521,,FALSE
Triangle,27,1854,16/10/2009,6.9,1789,12000000,9.085,,FALSE
The Rescuers,14,2,22/06/1977,6.8,1961,1200000,4.583,,TRUE
The Brave One,80,79,12/09/2007,6.5,715,70000000,11.766,,FALSE
Criminal Activities,53,50490,20/11/2015,5.9,242,7000000,6.344,,FALSE
While You Were Sleeping,10749,175,21/04/1995,6.9,1269,17000000,14.727,,TRUE
Misery,18,5,30/11/1990,7.7,3420,20000000,8.305,,TRUE
Hope Springs,18,5,07/08/2012,6.2,629,30000000,5.308,,TRUE
Winnie the Pooh,16,6125,13/04/2011,6.9,643,30000000,8.5,,FALSE
Seven Psychopaths,35,5490,12/10/2012,6.8,3038,15000000,10.262,,TRUE
Fear and Loathing in Las Vegas,12,491,22/05/1998,7.2,3535,18500000,17.926,,FALSE
Hands of Stone,18,52064,26/08/2016,6.3,273,20000000,7.459,,FALSE
Punch-Drunk Love,35,5,25/10/2002,7.1,1639,25000000,7.896,,FALSE
Oculus,27,24510,03/04/2014,6.4,2357,5000000,17.193,,TRUE
The Covenant,14,3287,08/09/2006,5.5,789,20000000,4.871,,TRUE
Dante's Peak,28,1280,07/02/1997,6.1,1355,116000000,21.16,,TRUE
Eagle Eye,9648,20157,25/09/2008,6.4,2245,80000000,9.026,,TRUE
Stigmata,27,2347,10/09/1999,6.2,786,29000000,6.648,,TRUE
Forgetting Sarah Marshall,35,33,17/04/2008,6.5,2693,30000000,5.034,,TRUE
Letters from Iwo Jima,28,7,19/12/2006,7.5,1513,19000000,5.733,,TRUE
Transcendence,53,10289,16/04/2014,6,4544,100000000,17.926,,TRUE
Moms' Night Out,35,559,25/03/2014,5.6,246,5000000,3.488,,TRUE
Night of the Living Dead,27,14121,04/10/1968,7.7,1737,114000,2.989,,TRUE
iBoy,28,8875,27/01/2017,6,971,1500000,2.361,,FALSE
Robin Hood: Men in Tights,35,9,28/07/1993,6.6,1559,20000000,7.232,,TRUE
Adventures in Babysitting,10770,11072,24/06/2016,7.3,306,9000000,5.688,,FALSE
ARQ,878,80970,16/09/2016,6.1,910,2000000,10.033,,FALSE
Memories of Murder,80,7036,02/05/2003,8.1,2450,2800000,4.252,,TRUE
#Alive,28,7819,24/06/2020,7.3,1125,6300000,7.882,,TRUE
Scent of a Woman,18,33,23/12/1992,7.7,2360,31000000,1.338,,TRUE
Youth,35,1533,20/05/2015,6.9,1613,13360000,7.632,,FALSE
Air Force One,28,18990,25/07/1997,6.4,2194,85000000,10.614,,TRUE
Dallas Buyers Club,18,33,17/11/2013,8,7027,5000000,11.322,,TRUE
The Ward,27,7493,13/09/2010,5.8,937,10000000,7.485,,FALSE
Edge of Darkness,80,152,28/01/2010,6.3,1143,80000000,12.025,,TRUE
Little Children,10749,12,06/10/2006,7.1,697,26000000,10.542,,FALSE
Tremors 2: Aftershocks,28,3853,09/04/1996,6.2,677,4000000,5.53,,FALSE
Harold & Kumar Escape from Guantanamo Bay,35,12,25/04/2008,6.3,1105,12000000,11.248,,TRUE
Hunt for the Wilderpeople,12,6510,31/03/2016,7.7,1509,2500000,14.064,,TRUE
Babel,18,97068,08/09/2006,7.2,2889,25000000,14.959,,TRUE
Boogie Nights,18,12,07/10/1997,7.6,2318,15000000,4.392,,TRUE
The Fall,12,3586,01/01/2006,7.6,945,30000000,0.695,,FALSE
All Dogs Go to Heaven,18,60,17/11/1989,6.7,785,13800000,4.392,,TRUE
An American Werewolf in Paris,27,915,29/05/1997,5.9,481,22000000,3,,TRUE
The Hitchhiker's Guide to the Galaxy,12,158,28/04/2005,6.7,3135,50000000,10.978,,TRUE
Margin Call,53,46225,11/02/2011,6.8,1255,3500000,9.458,,TRUE
Under Siege,28,644,08/10/1992,6.3,1098,35000000,10.438,,TRUE
The Karate Kid Part II,12,5,18/06/1986,6.2,1559,13000000,3.596,,TRUE
The Muppet Christmas Carol,10402,2,10/12/1992,7.4,645,12000000,7.632,,TRUE
Event Horizon,27,248,15/08/1997,6.5,1955,60000000,5.965,,FALSE
Push,878,491,04/02/2009,6.1,1786,38000000,11.369,,TRUE
Hoodwinked!,16,7580,16/12/2005,6.2,1389,15000000,1.741,,TRUE
The Gallows,27,69581,10/07/2015,4.9,786,100000,3.262,,TRUE
A.I. Rising,878,101110,25/02/2018,5,192,395168,0.764,,FALSE
Ophelia,10749,102958,28/06/2019,7.4,353,12000000,7.301,,FALSE
What Happens in Vegas,35,4916,07/05/2008,6.1,2412,35000000,9.635,,TRUE
Like a Boss,35,106497,09/01/2020,6.4,525,29000000,3.265,,FALSE
District 13: Ultimatum,28,6301,18/02/2009,6.3,872,15000000,1.723,,FALSE
Blades of Glory,35,7,30/03/2007,6.1,1332,53000000,8.111,,TRUE
Dancer in the Dark,18,53671,30/06/2000,7.9,1308,12800000,2.986,,TRUE
Where Eagles Dare,28,14390,04/12/1968,7.6,623,7700000,2.705,,TRUE
The Green Hornet,28,333,12/01/2011,5.5,2609,120000000,9.181,,TRUE
Enemy of the State,28,9195,20/11/1998,7,2929,90000000,20.242,,TRUE
Shut In,18,6896,11/11/2016,5.4,580,10000000,15.025,,TRUE
Cold Skin,27,4169,20/10/2017,6.2,421,9831962,4.145,,FALSE
Dream House,18,8430,29/09/2011,6.1,1104,50000000,20.533,,FALSE
The Dukes of Hazzard,35,12202,05/08/2005,5.5,868,50000000,5.844,,TRUE
Cinderella Man,10749,33,02/06/2005,7.5,1667,88000000,9.386,,TRUE
From Up on Poppy Hill,16,10342,16/07/2011,7.6,1211,22000000,7.71,,TRUE
Street Kings,28,43,10/04/2008,6.6,1023,20000000,26.532,,TRUE
Yogi Bear,35,5219,17/12/2010,5.7,677,80000000,8.807,,TRUE
Billy Elliot,18,694,28/09/2000,7.6,3069,5000000,5.95,,TRUE
Land of the Lost,12,33,05/06/2009,5.4,990,100000000,8.111,,FALSE
The Specialist,28,2596,07/10/1994,5.8,937,45000000,16.218,,TRUE
The Highwaymen,80,877,15/03/2019,6.7,1519,49000000,11.424,,FALSE
Space Chimps,16,81138,25/06/2008,4.9,331,37000000,16.114,,TRUE
Act of Valor,28,8403,24/02/2012,6.4,822,12000000,13.683,,TRUE
Perfect Blue,16,22817,25/07/1997,8.3,1483,830000,1.969,,FALSE
The Perfect Storm,28,16061,29/06/2000,6.4,1663,120000000,8.447,,TRUE
The Invention of Lying,35,11845,13/09/2009,6.2,1566,18500000,3.121,,TRUE
Ultraviolet,878,8003,03/03/2006,5.2,1201,30000000,13.465,,TRUE
Hellraiser: Hellworld,27,2811,06/09/2005,4.8,201,5000000,0.6,,FALSE
The Hobbit,10751,688,27/11/1977,6.3,193,3000000,1.961,,FALSE
Bill & Ted Face the Music,35,2347,27/08/2020,6.1,537,25000000,26.532,,FALSE
The Giver,18,308,11/08/2014,6.5,3897,25000000,10.678,,TRUE
Father There Is Only One,35,91991,02/08/2019,7.1,239,3400000,1.467,,TRUE
Hide and Seek,27,73955,27/01/2005,6.4,1236,30000000,7.459,,TRUE
Enter the Dragon,28,2521,17/08/1973,7.4,1324,10000000,10.086,,TRUE
Raw,18,52596,11/11/2016,7.1,2446,3500000,4.774,,TRUE
Begin Again,35,1785,07/09/2013,7.3,3115,8000000,8.455,,TRUE
The Little Vampire 3D,27,3922,04/10/2017,6.3,112,10000000,2.146,,FALSE
Along Came Polly,35,216,16/01/2004,6,2265,42000000,8.008,,TRUE
The Recall,878,23688,02/06/2017,4.5,282,5000000,6.676,,FALSE
Second Act,10749,47729,22/11/2018,6.4,967,16000000,4.917,,TRUE
Gattaca,53,216,07/09/1997,7.6,4853,36000000,9.851,,FALSE
"O Brother, Where Art Thou?",12,2092,30/08/2000,7.3,3141,26000000,8.447,,TRUE
The Invasion,878,79,17/08/2007,6,1102,80000000,8.403,,FALSE
Deep Rising,12,45518,30/01/1998,6.1,474,45000000,17.36,,FALSE
Chef,35,86708,08/05/2014,7.1,2548,11000000,8.305,,TRUE
Wasabi,18,104,31/10/2001,6.6,945,15300000,6.013,,FALSE
The Outsiders,80,174,25/03/1983,7.3,902,10000000,11.778,,TRUE
Monster,80,28,24/12/2003,7.2,1679,8000000,17.316,,TRUE
Pandorum,28,248,08/09/2009,6.5,1784,33000000,5.209,,FALSE
Sudden Death,28,99689,27/10/1995,5.9,513,35000000,17.56,,TRUE
The Negotiator,28,508,29/07/1998,7.1,1503,50000000,22.614,,FALSE
Baaghi,28,60536,29/04/2016,6.3,85,5103000,1.673,,TRUE
Cheaper by the Dozen,35,25,24/12/2003,6.3,2251,40000000,6.187,,TRUE
Godzilla,53,882,03/11/1954,7.6,613,900000,1.493,,TRUE
Pay It Forward,18,788,20/10/2000,7.3,1366,40000000,9.458,,TRUE
An Ordinary Man,28,21608,29/11/2018,6.4,98,6000000,8.489,,FALSE
Serenity,53,125282,24/01/2019,5.4,1233,25000000,11.322,,FALSE
A Hidden Life,18,264,11/12/2019,7.1,454,9000000,4.151,,FALSE
House of Flying Daggers,12,724,19/05/2004,7.3,1177,15000000,3.863,,TRUE
The Duel,37,13235,24/06/2016,5.4,266,10000000,20.036,,FALSE
Rogue,28,7405,08/11/2007,6.5,463,20000000,9.305,,FALSE
Galaxy Quest,35,2605,23/12/1999,7.1,1649,45000000,4.479,,TRUE
The Happytime Murders,28,47729,22/08/2018,5.7,759,40000000,18.605,,FALSE
We Need to Talk About Kevin,18,288,28/09/2011,7.6,2083,7000000,13.157,,TRUE
Invasion of the Body Snatchers,27,60,19/12/1978,7.2,702,3500000,6.491,,TRUE
Amadeus,36,1869,19/09/1984,8,3171,18000000,4.631,,TRUE
Come Play,27,10146,28/10/2020,6.3,366,9000000,16.12,,FALSE
Sister Act 2: Back in the Habit,10402,9195,09/12/1993,6.4,1366,38000000,6.395,,TRUE
3:10 to Yuma,37,1632,06/09/2007,7.2,2679,55000000,14.314,,TRUE
The Graduate,35,47557,21/12/1967,7.7,2485,3000000,7.417,,TRUE
Death Proof,28,10807,22/05/2007,6.8,3878,25000000,9.836,,TRUE
Curious George,12,33,10/02/2006,6.3,379,50000000,10.318,,TRUE
Day of the Dead,27,52004,08/04/2008,5.2,280,18000000,6.11,,FALSE
Pandora,53,20064,07/12/2016,7.5,291,13938145,8.472,,TRUE
Shanghai Knights,28,58264,06/02/2003,6.1,1783,50000000,44.932,,TRUE
Running Scared,28,2227,06/01/2006,7,775,17000000,9.482,,FALSE
"Where'd You Go, Bernadette",18,13184,16/08/2019,6.7,467,20000000,9.875,,FALSE
Caligula,18,12872,14/08/1979,5.8,510,17500000,6.78,,TRUE
The Visit,27,3172,10/09/2015,6.3,3661,5000000,2.843,,TRUE
Sister Act,10402,9195,28/05/1992,6.8,2467,31000000,6.395,,TRUE
Invictus,18,174,10/12/2009,7.2,3314,60000000,16.914,,TRUE
True Romance,28,10210,09/09/1993,7.6,1993,12500000,11.487,,TRUE
Ratter,18,19961,24/01/2015,5.1,261,500000,2.961,,FALSE
Ichi the Killer,28,1195,22/12/2001,7.1,641,1400010,7.239,,FALSE
The Reader,18,308,02/01/2008,7.4,2254,32000000,10.542,,TRUE
Leaving Las Vegas,18,15547,27/10/1995,7.3,996,3600000,21.264,,TRUE
Jumanji,12,559,15/12/1995,7.2,8591,65000000,8.502,,TRUE
Bridesmaids,35,10105,13/05/2011,6.5,3671,32500000,15.799,,TRUE
Blackway,53,3672,03/10/2015,5.2,283,8000000,9.967,,FALSE
The Quick and the Dead,37,559,09/02/1995,6.5,1236,32000000,11.228,,FALSE
Flawless,80,1030,01/09/2007,6.6,338,20000000,6.757,,FALSE
Outlander,14,1204,24/04/2008,6.3,926,50000000,6.227,,FALSE
The Man with the Iron Fists,28,11112,02/11/2012,5.5,888,15000000,2.465,,TRUE
Knocked Up,35,10105,01/06/2007,6.2,3160,30000000,9.181,,TRUE
The Kitchen,18,174,08/08/2019,6.2,518,38000000,18.605,,FALSE
Richie Rich's Christmas Wish,10751,11098,03/11/1998,5,74,6000000,5.558,,FALSE
Smokin' Aces,28,33,09/12/2006,6.5,1245,17000000,41.155,,TRUE
Superman II,878,51861,04/12/1980,6.7,1702,54000000,8.343,,TRUE
Burning,9648,6925,17/05/2018,7.4,1055,7280000,7.882,,FALSE
First Reformed,18,2520,02/09/2017,7,997,3500000,9.851,,FALSE
Vacancy,27,3287,20/04/2007,6.2,1033,19000000,18.2,,TRUE
Papillon,80,4928,13/12/1973,7.9,1382,12000000,3.807,,TRUE
The Nice Guys,35,1885,15/05/2016,7.1,6154,50000000,9.386,,TRUE
Juno,35,771,05/12/2007,7,5878,7500000,11.708,,TRUE
Air Strike,18,83765,26/10/2018,5,168,65000000,3.214,,FALSE
Return to Never Land,12,3475,14/02/2002,6.4,1598,20000000,0.84,,TRUE
The Trial of the Chicago 7,18,7,25/09/2020,7.8,2101,35000000,6.826,,FALSE
Sense and Sensibility,18,932,13/12/1995,7.5,1259,16000000,15.196,,TRUE
Open Water,18,22376,06/08/2004,5.5,825,130000,1.036,,TRUE
Thelma & Louise,18,21854,24/05/1991,7.6,2454,16000000,4.663,,TRUE
Cop Out,28,2527,26/02/2010,5.6,1178,30000000,23.315,,TRUE
Moonlight,18,41077,21/10/2016,7.4,5851,4000000,3.287,,TRUE
My Sister's Keeper,18,2604,26/06/2009,7.4,1671,30000000,9.635,,TRUE
Saturday Night Fever,18,3978,16/12/1977,6.7,1458,3500000,8.033,,TRUE
Cook Up a Storm,18,2726,10/02/2017,7.3,102,125000,7.287,,FALSE
Beethoven's 2nd,10751,8816,14/12/1993,5.5,756,15000000,2.28,,TRUE
Seeking a Friend for the End of the World,35,9350,22/06/2012,6.6,1626,10000000,13.271,,FALSE
Moneyball,18,5,22/09/2011,7.2,3771,50000000,14.959,,TRUE
Arthur and the Revenge of Maltazard,12,1076,26/11/2009,5.7,1390,87000000,12.449,,FALSE
Pineapple Express,28,5,06/08/2008,6.6,2911,27000000,9.181,,TRUE
The Break-Up,10749,33,01/06/2006,5.8,2165,52000000,7.681,,TRUE
Frailty,18,995,17/11/2001,7,852,11000000,5.257,,TRUE
The Secret of NIMH,10751,60,17/06/1982,7.5,583,7000000,2.792,,TRUE
The Hurricane,18,33,17/09/1999,7.4,1066,50000000,15.757,,TRUE
Green Room,27,1976,15/04/2016,6.7,2034,5000000,3.422,,FALSE
Kill Your Darlings,18,1422,19/09/2013,7.1,1121,1030064,11.28,,FALSE
Oldboy,18,4319,14/11/2013,5.9,1553,30000000,12.628,,FALSE
The Odd Life of Timothy Green,14,2,15/08/2012,7,969,25000000,7.525,,TRUE
Rock of Ages,35,2378,13/06/2012,6.2,1005,75000000,5.772,,FALSE
The 12th Man,10752,44997,25/12/2017,7.3,358,7806306,2.217,,TRUE
Sweet Home Alabama,35,9195,26/09/2002,6.4,1182,30000000,14.623,,TRUE
Æon Flux,878,4,30/11/2005,5.6,1699,62000000,17.316,,FALSE
The Three Musketeers,28,2,11/11/1993,6.4,708,30000000,7.508,,TRUE
Get Smart,28,174,19/06/2008,6.2,2787,80000000,13.271,,TRUE
Exit Wounds,28,79,13/03/2001,5.6,330,50000000,10.438,,TRUE
Biker Boyz,28,7,31/01/2003,6.1,243,24000000,5.965,,FALSE
The Final,53,5469,28/01/2010,6,201,1000000,2.015,,FALSE
BlacKkKlansman,80,10146,09/08/2018,7.6,6044,15000000,6.271,,TRUE
Supergirl,12,76460,01/07/1984,5.5,424,35000000,4.87,,FALSE
Money Monster,53,54454,12/05/2016,6.4,2501,27000000,8.447,,TRUE
The Family Man,35,33,12/12/2000,6.7,1429,60000000,21.264,,TRUE
The Monkey King 3,28,104543,16/02/2018,5.5,31,73000000,3.516,,FALSE
Fatman,28,20848,19/10/2020,5.5,479,20000000,12.025,,FALSE
Overboard,35,67823,16/12/1987,6.9,610,1880006,5.351,,TRUE
Out of the Furnace,53,18617,06/12/2013,6.6,1528,22000000,14.314,,FALSE
The Powerpuff Girls Movie,16,7899,03/07/2002,6.6,208,10000000,1.16,,TRUE
Sleepwalkers,14,5,10/04/1992,5.9,356,15000000,7.505,,TRUE
Hotel for Dogs,35,431,16/01/2009,6.1,696,35000000,11.061,,TRUE
Killer Klowns from Outer Space,35,8610,27/05/1988,6.4,636,2000000,2.11,,TRUE
Cargo,53,26029,24/09/2009,5.9,286,4500000,1.4,,FALSE
Agent Cody Banks,28,12027,14/03/2003,5.4,873,28000000,3.983,,TRUE
Loving Pablo,80,97390,12/10/2017,6.3,827,4667008,10.463,,TRUE
The Great Escape,12,219,20/06/1963,8,1879,4000000,3.807,,TRUE
In the Name of the Father,18,2307,12/12/1993,7.9,1267,13000000,5.782,,TRUE
They Live,878,33,23/11/1988,7.3,2068,4000000,2.154,,TRUE
My Big Fat Greek Wedding 2,10749,33,23/03/2016,5.9,822,18000000,3.463,,TRUE
Bleed for This,18,23243,04/11/2016,6.8,610,6000000,8.359,,TRUE
A Wonderful Christmas,35,108213,24/12/2006,7,4,400000,0.728,,FALSE
Teeth,35,3568,17/06/2007,5.2,534,2000000,4.685,,TRUE
My Stepmother Is an Alien,35,6313,09/12/1988,5.7,383,20000000,8.807,,FALSE
Katy Perry: Part of Me,99,23,28/06/2012,7.1,233,12000000,1.856,,TRUE
There Will Be Blood,18,838,28/12/2007,8.1,4837,25000000,5.782,,TRUE
World Trade Center,18,4,09/08/2006,6.2,1274,65000000,21.264,,TRUE
Rat Race,12,3857,17/08/2001,6.2,1345,48000000,8.358,,TRUE
A Christmas Story,35,10757,18/11/1983,7.3,892,3300000,4.76,,TRUE
Lost Highway,18,105,15/01/1997,7.6,1835,15000000,23.038,,FALSE
The Adjustment Bureau,878,33,03/03/2011,6.7,3613,50200000,17.865,,TRUE
Spartan,9648,53600,12/03/2004,6.2,260,19250000,8.113,,FALSE
Cool Hand Luke,80,11496,22/06/1967,7.8,1008,3200000,5.257,,TRUE
J. Edgar,18,23,09/11/2011,6.2,1933,35000000,19.353,,TRUE
Barry Lyndon,18,88,26/11/1975,8,2043,11000000,2.643,,FALSE
The Brothers Bloom,12,491,09/09/2008,6.7,459,20000000,10.578,,FALSE
Abraham Lincoln vs. Zombies,27,1311,29/05/2012,4.2,89,150000,1.153,,FALSE
The Name of the Rose,18,45693,24/09/1986,7.4,2284,18000000,6.707,,TRUE
Star Trek: Nemesis,878,4,13/12/2002,6.3,1052,60000000,8.186,,TRUE
Entourage,35,8537,03/06/2015,6.2,818,30000000,4.562,,TRUE
Steve Jobs,18,33,09/10/2015,6.8,3474,30000000,10.205,,TRUE
Waiting...,35,1305,07/10/2005,6.3,564,3000000,41.155,,TRUE
Tale of Tales,10749,53339,14/05/2015,6.4,1328,12000000,9.121,,FALSE
Remember Me,18,491,12/03/2010,7.1,3044,16000000,9.163,,TRUE
Parental Guidance,35,6332,25/12/2012,5.9,386,25000000,7.223,,TRUE
The Resident,53,1314,10/02/2011,5.7,471,20000000,9.224,,FALSE
Career Opportunities,10749,477,29/03/1991,6.6,355,6000000,17.637,,TRUE
Excalibur,12,41,10/04/1981,7,702,11000000,2.559,,TRUE
The Boy Next Door,53,44783,23/01/2015,4.8,1769,4000000,4.917,,TRUE
Bandidas,28,11473,18/01/2006,6,880,35000000,16.487,,FALSE
The Monster,27,18239,11/11/2016,5.4,442,2700000,6.902,,FALSE
Coma,878,29924,19/11/2019,6.3,322,4000000,4.906,,FALSE
The Kingdom,53,33,22/08/2007,6.7,1227,70000000,9.973,,TRUE
The Great Beauty,18,83,21/05/2013,7.5,2470,12400000,1.876,,TRUE
George of the Jungle 2,12,2,18/08/2003,4.5,373,12000000,0.607,,FALSE
West Side Story,18,56,08/12/2021,0,0,100000000,6.642,,FALSE
The Boss,35,33,07/04/2016,5.8,1114,29000000,18.605,,TRUE
Rock Star,10402,89134,04/09/2001,6.7,556,57000000,24.719,,FALSE
Universal Soldier: The Return,28,559,05/08/1999,5.5,605,45000000,17.56,,FALSE
The Bridges of Madison County,18,56,28/05/1995,7.7,1549,24000000,5.308,,TRUE
The Road,12,7405,25/11/2009,7,2866,32000000,8.716,,FALSE
Downfall,18,5755,08/09/2004,7.8,2838,18339750,2.496,,TRUE
Blood Father,28,856,11/08/2016,6.2,1201,13000000,12.025,,FALSE
The King's Speech,18,308,06/09/2010,7.7,7106,15000000,4.431,,TRUE
The Tale of Despereaux,12,1163,18/12/2008,6,689,60000000,5.769,,TRUE
Around the World in 80 Days,28,264,16/06/2004,5.9,1928,110000000,44.932,,FALSE
The Guns of Navarone,10752,18705,27/04/1961,7.4,538,6000000,5.528,,TRUE
Beowulf,12,4,05/11/2007,5.8,2207,70000000,6.163,,TRUE
The Beach,18,359,03/02/2000,6.4,3455,40000000,19.353,,TRUE
Force of Execution,28,3495,31/12/2013,4.8,61,10000000,10.438,,FALSE
Scooby-Doo! and the Curse of the 13th Ghost,35,1353,05/02/2019,7.9,190,9260980,10.318,,FALSE
Surrogates,878,11845,24/09/2009,6.1,2508,80000000,23.315,,TRUE
Hellraiser III: Hell on Earth,27,7405,11/09/1992,5.7,498,5000000,2.01,,TRUE
Beauty and the Beast,14,104,12/02/2014,6.1,1729,33000000,7.263,,TRUE
The Virgin Suicides,18,70,31/12/1999,7.1,2368,6000000,15.534,,TRUE
Once Upon a Time in Mexico,28,10807,11/09/2003,6.3,1622,29000000,5.97,,TRUE
Last Knights,28,46441,03/04/2015,6.5,852,40000000,9.438,,FALSE
Road Trip,35,2364,19/05/2000,6.2,1439,16000000,8.513,,TRUE
Passenger 57,28,174,06/11/1992,5.9,739,15000000,6.676,,TRUE
Serial (Bad) Weddings,35,581,16/04/2014,6.7,2941,13000000,6.182,,TRUE
The Hunt,18,76,24/09/2012,8.1,2807,3800000,17.01,,TRUE
Philadelphia,18,559,22/12/1993,7.7,3281,26000000,22.904,,TRUE
Fair Game,18,1246,20/05/2010,6.5,584,22000000,15.025,,TRUE
Milf,35,1311,17/10/2010,4.4,59,500000,2.744,,FALSE
Crocodile Dundee in Los Angeles,12,11600,12/04/2001,5.2,453,21150000,5.131,,TRUE
Christmas Thieves,10751,103150,29/11/2021,0,0,7320000,7.147,,FALSE
Wild Things,9648,1236,20/03/1998,6.3,1239,20000000,4.42,,TRUE
The Grandmaster,28,35050,10/01/2013,6.5,628,3860000,24.692,,TRUE
Eragon,14,711,14/12/2006,5,2676,100000000,4.004,,TRUE
Fun with Dick and Jane,35,76714,21/12/2005,6.2,1852,100000000,16.29,,TRUE
Anchorman: The Legend of Ron Burgundy,35,10105,09/07/2004,6.7,3267,26000000,8.111,,TRUE
Gamer,28,1632,03/09/2009,5.7,1841,50000000,12.856,,FALSE
Four Weddings and a Funeral,35,1382,09/03/1994,6.8,2014,4400000,8.051,,TRUE
The Death of Stalin,35,41813,20/10/2017,7,1343,13000000,16.678,,TRUE
The Turning,27,56,23/01/2020,5.9,730,14000000,8.976,,TRUE
The Prince,53,10405,22/08/2014,4.9,402,18000000,23.315,,FALSE
Asterix & Obelix: Mission Cleopatra,10751,104,30/01/2002,7.4,2578,58500000,5.797,,TRUE
Star Trek: First Contact,878,4,22/11/1996,7.3,1328,46000000,8.186,,TRUE
DragonHeart,14,33,31/05/1996,6.6,1581,57000000,7.718,,TRUE
Devil's Knot,80,9015,09/05/2013,6.1,505,15000000,14.623,,FALSE
The Lobster,35,71265,15/10/2015,7,4679,4000000,10.262,,TRUE
Red Cliff,28,2812,10/07/2008,7.2,595,80341000,24.692,,TRUE
The Last Exorcism,27,655,27/08/2010,5.6,778,1800000,3.863,,TRUE
Concussion,18,79,12/11/2015,7.1,2079,35000000,20.242,,TRUE
Underdog,10751,2,03/08/2007,5.3,540,25000000,8.48,,TRUE
Alpha and Omega,16,6574,17/09/2010,5.9,388,20000000,6.29,,TRUE
A Nightmare on Elm Street 4: The Dream Master,27,12,19/08/1988,5.9,967,7000000,4.438,,TRUE
Suite Française,18,8350,12/03/2015,7.4,953,15000000,21.525,,FALSE
Happy Gilmore,35,33,16/02/1996,6.6,1953,12000000,7.896,,TRUE
Death Becomes Her,35,33,30/07/1992,6.7,1935,55000000,5.308,,TRUE
Chungking Express,18,540,14/07/1994,8,1030,160000,5.851,,FALSE
Little Witch Academia: The Enchanted Parade,28,60197,03/07/2015,7.3,73,625000,5.469,,FALSE
Jobs,18,10427,16/08/2013,6.1,2055,12000000,5.471,,TRUE
Beverly Hills Cop,28,4,30/11/1984,7.2,3007,14000000,6.975,,TRUE
Moonrise Kingdom,35,10146,16/05/2012,7.7,4627,16000000,1.708,,TRUE
Godzilla 1985,28,1950,26/07/1985,6.7,124,700000,1.53,,TRUE
Entrapment,10749,414,29/04/1999,6.2,1518,66000000,5.974,,TRUE
Silverado,37,5,10/07/1985,7,495,23000000,5.426,,TRUE
Primal,28,77079,27/12/2019,6,219,9000000,21.264,,FALSE
The Wave,18,5755,11/03/2008,7.5,2606,7500000,1.666,,TRUE
Ozzy,16,11520,14/10/2016,6.1,127,10000000,10.007,,FALSE
Quick Change,35,11019,13/07/1990,6.7,246,15000000,15.162,,TRUE
The Sound of Music,18,6304,29/03/1965,7.7,2497,8200000,4.824,,TRUE
Someone Like You...,35,13769,30/03/2001,5.9,284,23000000,8.505,,TRUE
Life of the Party,35,87017,10/05/2018,6.2,827,30000000,18.605,,TRUE
"Dude, Where's My Car?",35,1088,15/12/2000,5.5,1387,13000000,5.471,,TRUE
New Jack City,53,73997,08/03/1991,6.6,366,8500000,6.676,,TRUE
Jackie Brown,80,14,10/04/1997,7.3,4967,12000000,9.701,,TRUE
Grudge Match,35,975,25/12/2013,6.1,1014,40000000,7.459,,TRUE
Straw Dogs,18,3287,16/09/2011,5.8,387,25000000,11.913,,FALSE
A Nightmare on Elm Street: The Dream Child,27,12,11/08/1989,5.4,861,8000000,4.438,,TRUE
A Night at the Roxbury,35,4,01/10/1998,6.6,651,17000000,1.132,,TRUE
Rip Tide,10751,78680,03/10/2017,6.2,404,3400000,10.345,,FALSE
Monster-in-Law,10749,12067,13/05/2005,6.2,1293,43000000,4.917,,TRUE
Closer,18,5,01/12/2004,6.8,2557,27000000,7.385,,TRUE
